SECTION NAF26;LIBELLE NAF26;DIVISION NAF 88;LIBELLE NAF 88;GROUPE NAF 261;LIBELLE NAF 261;CLASSE NAF575;LIBELLE NAF575;CATEGORIE  NAF1342;LIBELLE NAF1342;SOUS-CATEGORIE NAF3142;LIBELLE NAF3142;comprend;CODE PACIFICA 1;CODE PACIFICA 2;CODE PACIFICA 3;LIBELE PACIFICA 1;LIBELLE PACIFICA 2;LIBELLE PACIFICA 3;ACTIVITE ELIGIBLE;CODE ASSIMILATION;LIBELLE ASSIMILATION;RDV;AVIS ASSURPRO;MOTS CLES ACTIVITE;COMMENTAIRES;RATTACHEMENT NAFA (O / N);Ne comprend pas
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.4;Sorgho, millet et autres céréales;01.11.49;Autres céréales;- sarrasin et autres céréales;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.5;Paille et balles de céréales;01.11.50;Paille et balles de céréales;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.6;Légumes à cosse, verts;01.11.61;Haricots, verts;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.6;Légumes à cosse, verts;01.11.62;Pois, verts;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.6;Légumes à cosse, verts;01.11.69;Autres légumes à cosse, verts;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.7;Légumes à cosse, secs;01.11.71;Haricots, secs;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.7;Légumes à cosse, secs;01.11.72;Fèves, sèches;;;;;;;;N;;;N;N;;;N;- semences de betteraves à sucre (01.13.72)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.7;Légumes à cosse, secs;01.11.73;Pois chiches, secs;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.7;Légumes à cosse, secs;01.11.74;Lentilles, sèches;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.7;Légumes à cosse, secs;01.11.75;Pois, secs;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.7;Légumes à cosse, secs;01.11.79;Légumes à cosse, secs n.c.a.;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.8;Fèves de soja, arachides et graines de coton;01.11.81;Fèves de soja;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.8;Fèves de soja, arachides et graines de coton;01.11.82;Arachides, en coque;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.8;Fèves de soja, arachides et graines de coton;01.11.83;Arachides, décortiquées;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.8;Fèves de soja, arachides et graines de coton;01.11.84;Graines de coton;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.9;Autres oléagineux;01.11.91;Graines de lin;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.9;Autres oléagineux;01.11.92;Graines de moutarde;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.9;Autres oléagineux;01.11.93;Graines de colza;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.9;Autres oléagineux;01.11.94;Graines de sésame;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.9;Autres oléagineux;01.11.95;Graines de tournesol;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.11;Céréales (à l'exclusion du riz), légumineuses et oléagineux;01.11.9;Autres oléagineux;01.11.99;Autres oléagineux n.c.a.;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.12;Riz, non décortiqué;01.12.1;Riz, non décortiqué;01.12.10;Riz, non décortiqué;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.11;Asperges;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.12;Choux;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.13;Choux-fleurs et brocolis;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.14;Laitues;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.15;Chicorées;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.16;Épinards;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.17;Artichauts;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.1;Légumes à feuilles ou à tiges;01.13.19;Autres légumes à feuilles ou à tiges;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.2;Melons;01.13.21;Pastèques;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.2;Melons;01.13.29;Autres melons;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.3;Autres légumes à fruits;01.13.31;Piments et poivrons, verts (uniquement Capsicum);;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.3;Autres légumes à fruits;01.13.32;Concombres et cornichons;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.3;Autres légumes à fruits;01.13.33;Aubergines;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.3;Autres légumes à fruits;01.13.34;Tomates;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.3;Autres légumes à fruits;01.13.39;Autres légumes à fruits n.c.a.;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.4;Légumes à racine, à bulbe ou à tubercules;01.13.41;Carottes et navets;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.4;Légumes à racine, à bulbe ou à tubercules;01.13.42;Ail;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.4;Légumes à racine, à bulbe ou à tubercules;01.13.43;Oignons;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.4;Légumes à racine, à bulbe ou à tubercules;01.13.44;Poireaux et autres alliacés;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.4;Légumes à racine, à bulbe ou à tubercules;01.13.49;Autres légumes à racine, à bulbe ou à tubercules (ne présentant pas une forte teneur en amidon ou inuline);;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.5;Racines et tubercules à amidon ou inuline comestibles;01.13.51;Pommes de terre;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.5;Racines et tubercules à amidon ou inuline comestibles;01.13.51;Pommes de terre;- plants de pommes de terres;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.5;Racines et tubercules à amidon ou inuline comestibles;01.13.52;Patates douces;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.5;Racines et tubercules à amidon ou inuline comestibles;01.13.53;Manioc;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.5;Racines et tubercules à amidon ou inuline comestibles;01.13.59;Autres racines et tubercules à amidon ou inuline comestibles;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.6;Plants et semences potagers, à l'exclusion des semences de betteraves;01.13.60;Plants et semences potagers, à l'exclusion des semences de betteraves;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.7;Betteraves à sucre et semences de betteraves à sucre;01.13.71;Betteraves à sucre;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.7;Betteraves à sucre et semences de betteraves à sucre;01.13.72;Semences de betteraves à sucre;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.8;Champignons et truffes;01.13.80;Champignons et truffes;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.13;Légumes et melons, racines et tubercules;01.13.9;Légumes frais n.c.a.;01.13.90;Légumes frais n.c.a.;;;;;;;;N;;;N;N;;;N;- céleris-raves (01.13.49)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.14;Cannes à sucre;01.14.1;Cannes à sucre;01.14.10;Cannes à sucre;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.15;Tabac brut;01.15.1;Tabac brut;01.15.10;Tabac brut;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.16;Plantes textiles;01.16.1;Plantes textiles;01.16.11;Coton, égrené ou en masse;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.16;Plantes textiles;01.16.1;Plantes textiles;01.16.11;Coton, égrené ou en masse;- coton, égrené ou en masse, non cardé ou peigné;;;;;;;N;;;N;N;;;N;- graines de coton (01.11.84) et linters (10.41.30)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.16;Plantes textiles;01.16.1;Plantes textiles;01.16.12;Jute, kénaf et autres fibres libériennes, bruts ou rouis, à l'exclusion du lin, du chanvre commun et de la ramie;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.16;Plantes textiles;01.16.1;Plantes textiles;01.16.12;Jute, kénaf et autres fibres libériennes, bruts ou rouis, à l'exclusion du lin, du chanvre commun et de la ramie;- jute, kénaf et autres fibres libériennes, bruts ou rouis;;;;;;;N;;;N;N;;;N;- lin, chanvre commun et ramie (01.16.19)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.16;Plantes textiles;01.16.1;Plantes textiles;01.16.19;Lin, chanvre commun et plantes textiles brutes n.c.a.;- lin, chanvre commun;;;;;;;N;;;N;N;;;N;- lin ou chanvre, brisé ou teillé (13.10)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.19;Autres cultures non permanentes;01.19.1;Plantes fourragères;01.19.10;Plantes fourragères;- rutabagas, betteraves fourragères, racines fourragères, luzerne, trèfle, sainfoin, maïs fourrager, choux fourragers et autres produits fourragers similaires;;;;;;;N;;;N;N;;;N;- paille et balles de céréales (01.11.50)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.19;Autres cultures non permanentes;01.19.2;"Fleurs coupées et boutons de fleurs ; semences florales";01.19.21;Fleurs coupées et boutons de fleurs;- roses, œillets, chrysanthèmes, tulipes, garnitures, etc.;;;;;;;N;;;N;N;;;N;- compositions florales et couronnes (47.00.77)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.19;Autres cultures non permanentes;01.19.2;"Fleurs coupées et boutons de fleurs ; semences florales";01.19.21;Fleurs coupées et boutons de fleurs;- fleurs séchées non transformées;;;;;;;N;;;N;N;;;N;- compositions florales et couronnes (47.00.77)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.19;Autres cultures non permanentes;01.19.2;"Fleurs coupées et boutons de fleurs ; semences florales";01.19.22;Semences florales;- semences florales;;;;;;;N;;;N;N;;;N;- semences de gazon (01.19.31)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.19;Autres cultures non permanentes;01.19.3;Semences de betteraves et de plantes fourragères, autres produits végétaux bruts;01.19.31;Semences de betteraves (à l'exclusion des semences de betteraves à sucre) et de plantes fourragères;- semences de betteraves et de plantes fourragères;;;;;;;N;;;N;N;;;N;- semences de betteraves à sucre (01.13.72)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.1;Cultures non permanentes;01.19;Autres cultures non permanentes;01.19.3;Semences de betteraves et de plantes fourragères, autres produits végétaux bruts;01.19.39;Produits végétaux bruts n.c.a.;- noyaux et amandes de fruits et autres produits végétaux bruts, y compris les racines de chicorée non torréfiées, destinées principalement à la consommation humaine;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.21;Raisin;01.21.1;Raisin;01.21.11;Raisin de table;;;;;;;;N;;;N;N;;;N;- raisin sec (10.39.25)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.21;Raisin;01.21.1;Raisin;01.21.12;Autre raisin, frais;- raisin destiné à faire du jus de raisin;;;;;;;N;;;N;N;;;N;- moûts de raisin (10.32.15, 11.02.12)
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.22;Fruits tropicaux et subtropicaux;01.22.1;Fruits tropicaux et subtropicaux;01.22.11;Avocats;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.22;Fruits tropicaux et subtropicaux;01.22.1;Fruits tropicaux et subtropicaux;01.22.12;Bananes, bananes plantains et assimilés;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.22;Fruits tropicaux et subtropicaux;01.22.1;Fruits tropicaux et subtropicaux;01.22.13;Dattes;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.22;Fruits tropicaux et subtropicaux;01.22.1;Fruits tropicaux et subtropicaux;01.22.14;Figues;;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.22;Fruits tropicaux et subtropicaux;01.22.1;Fruits tropicaux et subtropicaux;01.22.19;Autres fruits tropicaux et subtropicaux;- ananas, mangues, goyaves, papayes, fruits de la passion, etc.;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.23;Agrumes;01.23.1;Agrumes;01.23.11;Pomelos et pamplemousses;- pamplemousses;;;;;;;N;;;N;N;;;N;
A;Produits de l'agriculture, de la sylviculture et de la pêche;01;Produits de l'agriculture et de la chasse et services annexes;01.2;Cultures permanentes;01.23;Agrumes;01.23.1;Agrumes;01.23.12;Citrons et limes;- citrons;;;;;;;N;;;N;N;;;N;
